word,rule_based,correct
उद्देश्य,⠥⠙⠈⠙⠑⠩⠈⠽,⠥⠈⠙⠙⠑⠈⠩⠽
उन्नद्वत,⠥⠝⠈⠝⠙⠈⠧⠞,⠥⠈⠝⠝⠈⠙⠧⠞
उन्नीस,⠥⠝⠈⠝⠔⠎,⠥⠈⠝⠝⠔⠎
उपत्यथथत,⠥⠏⠞⠈⠽⠹⠹⠞,⠥⠏⠈⠞⠽⠹⠹⠞
उल्लंघन,⠥⠇⠈⠇⠰⠣⠝,⠥⠈⠇⠇⠰⠣⠝
उस्ताद,⠥⠎⠈⠞⠜⠙,⠥⠈⠎⠞⠜⠙
उाँगद्वलयों,⠥⠜⠄⠛⠙⠈⠧⠇⠽⠕⠰,⠥⠜⠄⠛⠈⠙⠧⠇⠽⠕⠰
एटद्वकन्सन,⠑⠾⠙⠈⠧⠅⠝⠈⠎⠝,⠑⠾⠈⠙⠧⠅⠈⠝⠎⠝
कत्तषव्य,⠅⠞⠈⠞⠯⠧⠈⠽,⠅⠈⠞⠞⠯⠈⠧⠽
कत्यम्पत,⠅⠞⠈⠽⠍⠈⠏⠞,⠅⠈⠞⠽⠈⠍⠏⠞
कद्वठनाई,⠅⠙⠈⠧⠺⠝⠜⠔,⠅⠈⠙⠧⠺⠝⠜⠔
कनपट्टी,⠅⠝⠏⠾⠈⠾⠔,⠅⠝⠏⠈⠾⠾⠔
कन्धा,⠅⠝⠈⠮⠜,⠅⠈⠝⠮⠜
कम्पद्वनयों,⠅⠍⠈⠏⠙⠈⠧⠝⠽⠕⠰,⠅⠈⠍⠏⠈⠙⠧⠝⠽⠕⠰
कलकत्ता,⠅⠇⠅⠞⠈⠞⠜,⠅⠇⠅⠈⠞⠞⠜
कल्लू,⠅⠇⠈⠇⠳,⠅⠈⠇⠇⠳
कष्ट्,⠅⠯⠈⠾⠈,⠅⠈⠯⠈⠾
कहार-कुम्हारों,⠅⠓⠜⠗⠤⠅⠥⠍⠈⠓⠜⠗⠕⠰,⠅⠓⠜⠗⠤⠅⠥⠈⠍⠓⠜⠗⠕⠰
क़द,⠅⠐⠙,⠐⠅⠙
कायषक्रि,⠅⠜⠽⠯⠅⠈⠗⠊,⠅⠜⠽⠯⠈⠅⠗⠊
किबख्त!,⠅⠊⠃⠨⠈⠞⠖,⠅⠊⠃⠈⠨⠞⠖
कुत्ता,⠅⠥⠞⠈⠞⠜,⠅⠥⠈⠞⠞⠜
कुत्यच्यों,⠅⠥⠞⠈⠽⠉⠈⠽⠕⠰,⠅⠥⠈⠞⠽⠈⠉⠽⠕⠰
कुत्यित,⠅⠥⠞⠈⠽⠊⠞,⠅⠥⠈⠞⠽⠊⠞
कोद्वटयाँ,⠅⠕⠙⠈⠧⠾⠽⠜⠄,⠅⠕⠈⠙⠧⠾⠽⠜⠄
क्रांद्वतकारी,⠅⠈⠗⠜⠰⠙⠈⠧⠞⠅⠜⠗⠔,⠈⠅⠗⠜⠰⠈⠙⠧⠞⠅⠜⠗⠔
क्रात्यन्त,⠅⠈⠗⠜⠞⠈⠽⠝⠈⠞,⠈⠅⠗⠜⠈⠞⠽⠈⠝⠞
क्लकष,⠅⠈⠇⠅⠯,⠈⠅⠇⠅⠯
क्वाटषर,⠅⠈⠧⠜⠾⠯⠗,⠈⠅⠧⠜⠾⠯⠗
क्वीन्स,⠅⠈⠧⠔⠝⠈⠎,⠈⠅⠧⠔⠈⠝⠎
खत्म,⠨⠞⠈⠍,⠨⠈⠞⠍
ख़्याल,⠨⠐⠈⠽⠜⠇,⠈⠐⠨⠽⠜⠇
खाए-द्वपए,⠨⠜⠑⠤⠙⠈⠧⠏⠑,⠨⠜⠑⠤⠈⠙⠧⠏⠁⠑
खुद्वफ़या,⠨⠥⠙⠈⠧⠐⠋⠽⠜,⠨⠥⠈⠙⠧⠐⠋⠽⠜
खेत-खद्वलहान,⠨⠑⠞⠤⠨⠙⠈⠧⠇⠓⠜⠝,⠨⠑⠞⠤⠨⠈⠙⠧⠇⠓⠜⠝
ख्याद्वत,⠨⠈⠽⠜⠙⠈⠧⠞,⠈⠨⠽⠜⠈⠙⠧⠞
गद्वत,⠛⠙⠈⠧⠞,⠛⠈⠙⠧⠞
गन्दगी,⠛⠝⠈⠙⠛⠔,⠛⠈⠝⠙⠛⠔
गलद्वतयों,⠛⠇⠙⠈⠧⠞⠽⠕⠰,⠛⠇⠈⠙⠧⠞⠽⠕⠰
गुप्त,⠛⠥⠏⠈⠞,⠛⠥⠈⠏⠞
ग्रन्थ,⠛⠈⠗⠝⠈⠹,⠈⠛⠗⠈⠝⠹
ग्राम्य,⠛⠈⠗⠜⠍⠈⠽,⠈⠛⠗⠜⠈⠍⠽
ग्रीक-द्वसकंदर,⠛⠈⠗⠔⠅⠤⠙⠈⠧⠎⠅⠰⠙⠗,⠈⠛⠗⠔⠅⠤⠈⠙⠧⠎⠅⠰⠙⠗
ग्लाद्वन,⠛⠈⠇⠜⠙⠈⠧⠝,⠈⠛⠇⠜⠈⠙⠧⠝
ग्लासटैंक,⠛⠈⠇⠜⠎⠾⠌⠰⠅,⠈⠛⠇⠜⠎⠾⠌⠰⠅
चक्कर,⠉⠅⠈⠅⠗,⠉⠈⠅⠅⠗
चररत्र-द्वनिाषण,⠉⠗⠗⠈⠞⠗⠤⠙⠈⠧⠝⠊⠜⠯⠼,⠉⠗⠗⠈⠞⠗⠤⠈⠙⠧⠝⠊⠜⠯⠼
चाइल्ड!,⠉⠜⠊⠇⠈⠫⠖,⠉⠜⠊⠈⠇⠫⠖
चित्कृत,⠉⠊⠞⠈⠅⠐⠗⠞,⠉⠊⠈⠞⠅⠐⠗⠞
चुत्यस्कयाँ,⠉⠥⠞⠈⠽⠎⠈⠅⠽⠜⠄,⠉⠥⠈⠞⠽⠈⠎⠅⠽⠜⠄
चॉप्स,⠉⠭⠏⠈⠎,⠉⠭⠈⠏⠎
छाद्वलया,⠡⠜⠙⠈⠧⠇⠽⠜,⠡⠜⠈⠙⠧⠇⠽⠜
जद्दोज़हद,⠚⠙⠈⠙⠕⠐⠚⠓⠙,⠚⠈⠙⠙⠕⠐⠚⠓⠙
जबद्वक,⠚⠃⠙⠈⠧⠅,⠚⠃⠈⠙⠧⠅
जयसत्यन्ध,⠚⠽⠎⠞⠈⠽⠝⠈⠮,⠚⠽⠎⠈⠞⠽⠈⠝⠮
जल्द,⠚⠇⠈⠙,⠚⠈⠇⠙
जल्दी-जल्दी,⠚⠇⠈⠙⠔⠤⠚⠇⠈⠙⠔,⠚⠈⠇⠙⠔⠤⠚⠈⠇⠙⠔
ज्यों-त्यों,⠚⠈⠽⠕⠰⠤⠞⠈⠽⠕⠰,⠈⠚⠽⠕⠰⠤⠈⠞⠽⠕⠰
ज्योद्वत,⠚⠈⠽⠕⠙⠈⠧⠞,⠈⠚⠽⠕⠈⠙⠧⠞
झल्लाकर,⠴⠇⠈⠇⠜⠅⠗,⠴⠈⠇⠇⠜⠅⠗
डॉक्टर,⠫⠭⠅⠈⠾⠗,⠫⠭⠈⠅⠾⠗
ड्योडी,⠫⠈⠽⠕⠫⠔,⠈⠫⠽⠕⠫⠔
तख्त,⠞⠨⠈⠞,⠞⠈⠨⠞
तनख्वाह,⠞⠝⠨⠈⠧⠜⠓,⠞⠝⠈⠨⠧⠜⠓
तन्दुरुस्त,⠞⠝⠈⠙⠥⠗⠥⠎⠈⠞,⠞⠈⠝⠙⠥⠗⠥⠈⠎⠞
तश्तररयाँ,⠞⠩⠈⠞⠗⠗⠽⠜⠄,⠞⠈⠩⠞⠗⠗⠽⠜⠄
ताक़तिर,⠞⠜⠅⠐⠞⠊⠗,⠞⠜⠐⠅⠞⠊⠗
ताण्डि,⠞⠜⠼⠈⠫⠊,⠞⠜⠈⠼⠫⠊
तुम्हारा,⠞⠥⠍⠈⠓⠜⠗⠜,⠞⠥⠈⠍⠓⠜⠗⠜
तृत्यप्त,⠞⠐⠗⠞⠈⠽⠏⠈⠞,⠞⠐⠗⠈⠞⠽⠈⠏⠞
त्यखद्वसयाई,⠞⠈⠽⠨⠙⠈⠧⠎⠽⠜⠔,⠈⠞⠽⠨⠈⠙⠧⠎⠽⠜⠔
त्यथथद्वत,⠞⠈⠽⠹⠹⠙⠈⠧⠞,⠈⠞⠽⠹⠹⠈⠙⠧⠞
त्यस्त्रयाँ,⠞⠈⠽⠎⠈⠈⠞⠗⠽⠜⠄,⠈⠞⠽⠈⠎⠈⠞⠗⠽⠜⠄
थीं-द्वडंग-डांग!,⠹⠔⠰⠤⠙⠈⠧⠫⠰⠛⠤⠫⠜⠰⠛⠖,⠹⠔⠰⠤⠈⠙⠧⠫⠰⠛⠤⠫⠜⠰⠛⠖
दात्यखल,⠙⠜⠞⠈⠽⠨⠇,⠙⠜⠈⠞⠽⠨⠇
दीद्वजए,⠙⠔⠙⠈⠧⠚⠑,⠙⠔⠈⠙⠧⠚⠁⠑
दुत्यखयाँ,⠙⠥⠞⠈⠽⠨⠽⠜⠄,⠙⠥⠈⠞⠽⠨⠽⠜⠄
दुद्वदषन,⠙⠥⠙⠈⠧⠙⠯⠝,⠙⠥⠈⠙⠧⠙⠯⠝
दुद्विधा,⠙⠥⠙⠈⠧⠊⠮⠜,⠙⠥⠈⠙⠧⠊⠮⠜
दुपट्टा,⠙⠥⠏⠾⠈⠾⠜,⠙⠥⠏⠈⠾⠾⠜
दुभाषग्य,⠙⠥⠘⠜⠯⠛⠈⠽,⠙⠥⠘⠜⠯⠈⠛⠽
दुलद्वहन,⠙⠥⠇⠙⠈⠧⠓⠝,⠙⠥⠇⠈⠙⠧⠓⠝
दुव्यषसनों,⠙⠥⠧⠈⠽⠯⠎⠝⠕⠰,⠙⠥⠈⠧⠽⠯⠎⠝⠕⠰
दुष्कृत्य,⠙⠥⠯⠈⠅⠐⠗⠞⠈⠽,⠙⠥⠈⠯⠅⠐⠗⠈⠞⠽
दुष्यंत,⠙⠥⠯⠈⠽⠰⠞,⠙⠥⠈⠯⠽⠰⠞
दृद्वष्ट्,⠙⠐⠗⠙⠈⠧⠯⠈⠾⠈,⠙⠐⠗⠈⠙⠧⠈⠯⠈⠾
दृश्य,⠙⠐⠗⠩⠈⠽,⠙⠐⠗⠈⠩⠽
दैद्वनक,⠙⠌⠙⠈⠧⠝⠅,⠙⠌⠈⠙⠧⠝⠅
द्वकंगडि,⠙⠈⠧⠅⠰⠛⠫⠊,⠈⠙⠧⠅⠰⠛⠫⠊
द्वकताबें,⠙⠈⠧⠅⠞⠜⠃⠑⠰,⠈⠙⠧⠅⠞⠜⠃⠑⠰
द्वकसद्वलए,⠙⠈⠧⠅⠎⠙⠈⠧⠇⠑,⠈⠙⠧⠅⠎⠈⠙⠧⠇⠁⠑
द्वकस्से,⠙⠈⠧⠅⠎⠈⠎⠑,⠈⠙⠧⠅⠈⠎⠎⠑
द्वक्रया,⠙⠈⠧⠅⠈⠗⠽⠜,⠈⠙⠧⠈⠅⠗⠽⠜
द्वचट्ठी,⠙⠈⠧⠉⠾⠈⠺⠔,⠈⠙⠧⠉⠈⠾⠺⠔
द्वचद्वकत्सकों,⠙⠈⠧⠉⠙⠈⠧⠅⠞⠈⠎⠅⠕⠰,⠈⠙⠧⠉⠈⠙⠧⠅⠈⠞⠎⠅⠕⠰
द्वचद्वट्ठयों,⠙⠈⠧⠉⠙⠈⠧⠾⠈⠺⠽⠕⠰,⠈⠙⠧⠉⠈⠙⠧⠈⠾⠺⠽⠕⠰
द्वचल्लाने,⠙⠈⠧⠉⠇⠈⠇⠜⠝⠑,⠈⠙⠧⠉⠈⠇⠇⠜⠝⠑
द्वछपी-द्वसिटी,⠙⠈⠧⠡⠏⠔⠤⠙⠈⠧⠎⠊⠾⠔,⠈⠙⠧⠡⠏⠔⠤⠈⠙⠧⠎⠊⠾⠔
द्वजन्दगी,⠙⠈⠧⠚⠝⠈⠙⠛⠔,⠈⠙⠧⠚⠈⠝⠙⠛⠔
द्वजस्म,⠙⠈⠧⠚⠎⠈⠍,⠈⠙⠧⠚⠈⠎⠍
द्वडब्बा,⠙⠈⠧⠫⠃⠈⠃⠜,⠈⠙⠧⠫⠈⠃⠃⠜
द्वदन-पर-द्वदन,⠙⠈⠧⠙⠝⠤⠏⠗⠤⠙⠈⠧⠙⠝,⠈⠙⠧⠙⠝⠤⠏⠗⠤⠈⠙⠧⠙⠝
द्वदसम्बर,⠙⠈⠧⠙⠎⠍⠈⠃⠗,⠈⠙⠧⠙⠎⠈⠍⠃⠗
द्वधक्कारता,⠙⠈⠧⠮⠅⠈⠅⠜⠗⠞⠜,⠈⠙⠧⠮⠈⠅⠅⠜⠗⠞⠜
द्वनद्वश्चन्त,⠙⠈⠧⠝⠙⠈⠧⠩⠈⠉⠝⠈⠞,⠈⠙⠧⠝⠈⠙⠧⠈⠩⠉⠈⠝⠞
द्वनबन्ध,⠙⠈⠧⠝⠃⠝⠈⠮,⠈⠙⠧⠝⠃⠈⠝⠮
द्वनश्चय,⠙⠈⠧⠝⠩⠈⠉⠽,⠈⠙⠧⠝⠈⠩⠉⠽
द्वनित्यन्त्रत,⠙⠈⠧⠝⠊⠞⠈⠽⠝⠈⠈⠞⠗⠞,⠈⠙⠧⠝⠊⠈⠞⠽⠈⠝⠈⠞⠗⠞
द्वबटर-द्वबटर,⠙⠈⠧⠃⠾⠗⠤⠙⠈⠧⠃⠾⠗,⠈⠙⠧⠃⠾⠗⠤⠈⠙⠧⠃⠾⠗
द्वबस्कुट,⠙⠈⠧⠃⠎⠈⠅⠥⠾,⠈⠙⠧⠃⠈⠎⠅⠥⠾
द्विश्लेषण,⠙⠈⠧⠊⠩⠈⠇⠑⠯⠼,⠈⠙⠧⠊⠈⠩⠇⠑⠯⠼
द्विस्तृत,⠙⠈⠧⠊⠎⠈⠞⠐⠗⠞,⠈⠙⠧⠊⠈⠎⠞⠐⠗⠞
नाट्य,⠝⠜⠾⠈⠽,⠝⠜⠈⠾⠽
नाट्य-लेखन,⠝⠜⠾⠈⠽⠤⠇⠑⠨⠝,⠝⠜⠈⠾⠽⠤⠇⠑⠨⠝
नोद्वटस,⠝⠕⠙⠈⠧⠾⠎,⠝⠕⠈⠙⠧⠾⠎
पद्वश्चि,⠏⠙⠈⠧⠩⠈⠉⠊,⠏⠈⠙⠧⠈⠩⠉⠊
पध्दद्वत,⠏⠮⠈⠙⠙⠈⠧⠞,⠏⠈⠮⠙⠈⠙⠧⠞
पन्द्रह-बीस,⠏⠝⠈⠙⠈⠗⠓⠤⠃⠔⠎,⠏⠈⠝⠈⠙⠗⠓⠤⠃⠔⠎
पयाषप्त,⠏⠽⠜⠯⠏⠈⠞,⠏⠽⠜⠯⠈⠏⠞
परिात्मा,⠏⠗⠊⠜⠞⠈⠍⠜,⠏⠗⠊⠜⠈⠞⠍⠜
पाठ्य-पुस्तक,⠏⠜⠺⠈⠽⠤⠏⠥⠎⠈⠞⠅,⠏⠜⠈⠺⠽⠤⠏⠥⠈⠎⠞⠅
पानी-द्वबजली,⠏⠜⠝⠔⠤⠙⠈⠧⠃⠚⠇⠔,⠏⠜⠝⠔⠤⠈⠙⠧⠃⠚⠇⠔
पृष्ठभूद्वि,⠏⠐⠗⠯⠈⠺⠘⠳⠙⠈⠧⠊,⠏⠐⠗⠈⠯⠺⠘⠳⠈⠙⠧⠊
प्याद्वलयों,⠏⠈⠽⠜⠙⠈⠧⠇⠽⠕⠰,⠈⠏⠽⠜⠈⠙⠧⠇⠽⠕⠰
प्रकाण्ड,⠏⠈⠗⠅⠜⠼⠈⠫,⠈⠏⠗⠅⠜⠈⠼⠫
प्रकाद्वशत,⠏⠈⠗⠅⠜⠙⠈⠧⠩⠞,⠈⠏⠗⠅⠜⠈⠙⠧⠩⠞
प्रकोष्ठ,⠏⠈⠗⠅⠕⠯⠈⠺,⠈⠏⠗⠅⠕⠈⠯⠺
प्रचण्ड,⠏⠈⠗⠉⠼⠈⠫,⠈⠏⠗⠉⠈⠼⠫
प्रत्युष,⠏⠈⠗⠞⠈⠽⠥⠯,⠈⠏⠗⠈⠞⠽⠥⠯
प्रदशषन,⠏⠈⠗⠙⠩⠯⠝,⠈⠏⠗⠙⠩⠯⠝
प्रद्वतद्वबम्ब,⠏⠈⠗⠙⠈⠧⠞⠙⠈⠧⠃⠍⠈⠃,⠈⠏⠗⠈⠙⠧⠞⠈⠙⠧⠃⠈⠍⠃
प्रयत्न,⠏⠈⠗⠽⠞⠈⠝,⠈⠏⠗⠽⠈⠞⠝
प्लास्टर,⠏⠈⠇⠜⠎⠈⠾⠗,⠈⠏⠇⠜⠈⠎⠾⠗
प्लीज़,⠏⠈⠇⠔⠐⠚,⠈⠏⠇⠔⠐⠚
फक़ष,⠋⠅⠐⠯,⠋⠐⠅⠯
फणीश्वर,⠋⠼⠔⠩⠈⠧⠗,⠋⠼⠔⠈⠩⠧⠗
फव्वारे,⠋⠧⠈⠧⠜⠗⠑,⠋⠈⠧⠧⠜⠗⠑
फोटोग्राफ,⠋⠕⠾⠕⠛⠈⠗⠜⠋,⠋⠕⠾⠕⠈⠛⠗⠜⠋
फ्लास्क,⠋⠈⠇⠜⠎⠈⠅,⠈⠋⠇⠜⠈⠎⠅
बक्स,⠃⠅⠈⠎,⠃⠈⠅⠎
बख्श,⠃⠨⠈⠩,⠃⠈⠨⠩
बत्यल्क,⠃⠞⠈⠽⠇⠈⠅,⠃⠈⠞⠽⠈⠇⠅
बत्यल्लयों,⠃⠞⠈⠽⠇⠈⠇⠽⠕⠰,⠃⠈⠞⠽⠈⠇⠇⠽⠕⠰
बद्वछया,⠃⠙⠈⠧⠡⠽⠜,⠃⠈⠙⠧⠡⠽⠜
बन्दोबस्त,⠃⠝⠈⠙⠕⠃⠎⠈⠞,⠃⠈⠝⠙⠕⠃⠈⠎⠞
बन्धु,⠃⠝⠈⠮⠥,⠃⠈⠝⠮⠥
बरख़ास्त,⠃⠗⠐⠨⠜⠎⠈⠞,⠃⠗⠐⠨⠜⠈⠎⠞
बलाउज़,⠃⠇⠜⠥⠐⠚,⠃⠇⠜⠥⠐⠚
बाइद्वसकलें,⠃⠜⠊⠙⠈⠧⠎⠅⠇⠑⠰,⠃⠜⠊⠈⠙⠧⠎⠅⠇⠑⠰
बारीक़ी,⠃⠜⠗⠔⠅⠐⠔,⠃⠜⠗⠔⠐⠅⠔
बेद्वफक्री,⠃⠑⠙⠈⠧⠋⠅⠈⠗⠔,⠃⠑⠈⠙⠧⠋⠈⠅⠗⠔
बोला-सुन्दरी!,⠃⠕⠇⠜⠤⠎⠥⠝⠈⠙⠗⠔⠖,⠃⠕⠇⠜⠤⠎⠥⠈⠝⠙⠗⠔⠖
बौत्यद्धक,⠃⠪⠞⠈⠽⠙⠈⠮⠅,⠃⠪⠈⠞⠽⠈⠙⠮⠅
ब्रजभाषा,⠃⠈⠗⠚⠘⠜⠯⠜,⠈⠃⠗⠚⠘⠜⠯⠜
ब्राह्मण,⠃⠈⠗⠜⠓⠈⠍⠼,⠈⠃⠗⠜⠈⠓⠍⠼
ब्लाउज़,⠃⠈⠇⠜⠥⠐⠚,⠈⠃⠇⠜⠥⠐⠚
भज्जू,⠘⠚⠈⠚⠳,⠘⠈⠚⠚⠳
भाग्य,⠘⠜⠛⠈⠽,⠘⠜⠈⠛⠽
यत्परो,⠽⠞⠈⠏⠗⠕,⠽⠈⠞⠏⠗⠕
रक्खा,⠗⠅⠈⠨⠜,⠗⠈⠅⠨⠜
रणचत्यण्डयाँ,⠗⠼⠉⠞⠈⠽⠼⠈⠫⠽⠜⠄,⠗⠼⠉⠈⠞⠽⠈⠼⠫⠽⠜⠄
लत्यज्जत,⠇⠞⠈⠽⠚⠈⠚⠞,⠇⠈⠞⠽⠈⠚⠚⠞
लम्बूतरा-सा,⠇⠍⠈⠃⠳⠞⠗⠜⠤⠎⠜,⠇⠈⠍⠃⠳⠞⠗⠜⠤⠎⠜
लम्बे-लम्बे,⠇⠍⠈⠃⠑⠤⠇⠍⠈⠃⠑,⠇⠈⠍⠃⠑⠤⠇⠈⠍⠃⠑
लाभात्यित,⠇⠜⠘⠜⠞⠈⠽⠊⠞,⠇⠜⠘⠜⠈⠞⠽⠊⠞
लुढक़कर,⠇⠥⠿⠅⠐⠅⠗,⠇⠥⠿⠐⠅⠅⠗
लेत्यखका,⠇⠑⠞⠈⠽⠨⠅⠜,⠇⠑⠈⠞⠽⠨⠅⠜
व्यग्र,⠧⠈⠽⠛⠈⠗,⠈⠧⠽⠈⠛⠗
व्यत्यियों,⠧⠈⠽⠞⠈⠽⠊⠽⠕⠰,⠈⠧⠽⠈⠞⠽⠊⠽⠕⠰
शत्यि,⠩⠞⠈⠽⠊,⠩⠈⠞⠽⠊
शद्विषन्दा,⠩⠙⠈⠧⠊⠯⠝⠈⠙⠜,⠩⠈⠙⠧⠊⠯⠈⠝⠙⠜
शात्यन्त,⠩⠜⠞⠈⠽⠝⠈⠞,⠩⠜⠈⠞⠽⠈⠝⠞
शाल्ली,⠩⠜⠇⠈⠇⠔,⠩⠜⠈⠇⠇⠔
शोधग्रन्थ,⠩⠕⠮⠛⠈⠗⠝⠈⠹,⠩⠕⠮⠈⠛⠗⠈⠝⠹
श्रेष्ठ,⠈⠩⠗⠑⠯⠈⠺,⠈⠩⠗⠑⠈⠯⠺
संख्या,⠎⠰⠨⠈⠽⠜,⠎⠰⠈⠨⠽⠜
संपन्न,⠎⠰⠏⠝⠈⠝,⠎⠰⠏⠈⠝⠝
संस्करण,⠎⠰⠎⠈⠅⠗⠼,⠎⠰⠈⠎⠅⠗⠼
सख़्त,⠎⠨⠐⠈⠞,⠎⠈⠐⠨⠞
सत्ताईस,⠎⠞⠈⠞⠜⠔⠎,⠎⠈⠞⠞⠜⠔⠎
सत्तू,⠎⠞⠈⠞⠳,⠎⠈⠞⠞⠳
सत्यन्ध,⠎⠞⠈⠽⠝⠈⠮,⠎⠈⠞⠽⠈⠝⠮
सत्यम्मद्वलत,⠎⠞⠈⠽⠍⠈⠍⠙⠈⠧⠇⠞,⠎⠈⠞⠽⠈⠍⠍⠈⠙⠧⠇⠞
सम्पादकों,⠎⠍⠈⠏⠜⠙⠅⠕⠰,⠎⠈⠍⠏⠜⠙⠅⠕⠰
सम्बन्ध,⠎⠍⠈⠃⠝⠈⠮,⠎⠈⠍⠃⠈⠝⠮
सम्माद्वनत,⠎⠍⠈⠍⠜⠙⠈⠧⠝⠞,⠎⠈⠍⠍⠜⠈⠙⠧⠝⠞
सम्राट,⠎⠍⠈⠗⠜⠾,⠎⠈⠍⠗⠜⠾
सम्वाद,⠎⠍⠈⠧⠜⠙,⠎⠈⠍⠧⠜⠙
सहद्वलयत,⠎⠓⠙⠈⠧⠇⠽⠞,⠎⠓⠈⠙⠧⠇⠽⠞
साद्वहत्य,⠎⠜⠙⠈⠧⠓⠞⠈⠽,⠎⠜⠈⠙⠧⠓⠈⠞⠽
सान्त्वना,⠎⠜⠝⠈⠞⠈⠧⠝⠜,⠎⠜⠈⠝⠈⠞⠧⠝⠜
साम्राज्य,⠎⠜⠍⠈⠗⠜⠚⠈⠽,⠎⠜⠈⠍⠗⠜⠈⠚⠽
सिषश्रेष्ठ,⠎⠊⠯⠈⠩⠗⠑⠯⠈⠺,⠎⠊⠯⠈⠩⠗⠑⠈⠯⠺
सुन्दर,⠎⠥⠝⠈⠙⠗,⠎⠥⠈⠝⠙⠗
सुन्दरि,⠎⠥⠝⠈⠙⠗⠊,⠎⠥⠈⠝⠙⠗⠊
सुषुत्यप्त,⠎⠥⠯⠥⠞⠈⠽⠏⠈⠞,⠎⠥⠯⠥⠈⠞⠽⠈⠏⠞
सौभाग्य,⠎⠪⠘⠜⠛⠈⠽,⠎⠪⠘⠜⠈⠛⠽
स्कटष,⠎⠈⠅⠾⠯,⠈⠎⠅⠾⠯
स्टाफ,⠎⠈⠾⠜⠋,⠈⠎⠾⠜⠋
स्तम्भों,⠎⠈⠞⠍⠈⠘⠕⠰,⠈⠎⠞⠈⠍⠘⠕⠰
स्पष्ट्,⠎⠈⠏⠯⠈⠾⠈,⠈⠎⠏⠈⠯⠈⠾
स्वप्न,⠎⠈⠧⠏⠈⠝,⠈⠎⠧⠈⠏⠝
स्वाद्विभत्यि,⠎⠈⠧⠜⠙⠈⠧⠊⠘⠞⠈⠽⠊,⠈⠎⠧⠜⠈⠙⠧⠊⠘⠈⠞⠽⠊
स्वीकृद्वत,⠎⠈⠧⠔⠅⠐⠗⠙⠈⠧⠞,⠈⠎⠧⠔⠅⠐⠗⠈⠙⠧⠞
हत्यस्तनापुर,⠓⠞⠈⠽⠎⠈⠞⠝⠜⠏⠥⠗,⠓⠈⠞⠽⠈⠎⠞⠝⠜⠏⠥⠗
हद्वड्डयों,⠓⠙⠈⠧⠫⠈⠫⠽⠕⠰,⠓⠈⠙⠧⠈⠫⠫⠽⠕⠰
हल्का-सा,⠓⠇⠈⠅⠜⠤⠎⠜,⠓⠈⠇⠅⠜⠤⠎⠜
हल्की-हल्की,⠓⠇⠈⠅⠔⠤⠓⠇⠈⠅⠔,⠓⠈⠇⠅⠔⠤⠓⠈⠇⠅⠔
हाद्वज़री,⠓⠜⠙⠈⠧⠐⠚⠗⠔,⠓⠜⠈⠙⠧⠐⠚⠗⠔
होकरकैम्प,⠓⠕⠅⠗⠅⠌⠍⠈⠏,⠓⠕⠅⠗⠅⠌⠈⠍⠏
म्यूद्वज़कल,⠍⠈⠽⠳⠙⠈⠧⠐⠚⠅⠇,⠈⠍⠽⠳⠈⠙⠧⠐⠚⠅⠇
दार्शनिकद्ध,⠙⠜⠗⠈⠩⠝⠊⠅⠙⠈⠮,⠙⠜⠈⠗⠩⠝⠊⠅⠈⠙⠮
बेइज्जतीद्ध,⠃⠑⠊⠚⠈⠚⠞⠔⠙⠈⠮,⠃⠑⠊⠈⠚⠚⠞⠔⠈⠙⠮
अच्छा,⠁⠉⠈⠡⠜,⠁⠈⠉⠡⠜
अच्छा-अच्छा,⠁⠉⠈⠡⠜⠤⠁⠉⠈⠡⠜,⠁⠈⠉⠡⠜⠤⠁⠈⠉⠡⠜
अट्रैक्शन,⠁⠾⠈⠗⠌⠅⠈⠩⠝,⠁⠈⠾⠗⠌⠈⠅⠩⠝
अण्डे,⠁⠼⠈⠫⠑,⠁⠈⠼⠫⠑
अतर्कसंगत,⠁⠞⠗⠈⠅⠎⠰⠛⠞,⠁⠞⠈⠗⠅⠎⠰⠛⠞
अतिरिक्त,⠁⠞⠊⠗⠊⠅⠈⠞,⠁⠞⠊⠗⠊⠈⠅⠞
अत्यन्त,⠁⠞⠈⠽⠝⠈⠞,⠁⠈⠞⠽⠈⠝⠞
अत्युत्कटैः,⠁⠞⠈⠽⠥⠞⠈⠅⠾⠌⠠,⠁⠈⠞⠽⠥⠈⠞⠅⠾⠌⠠
अधर्मपूर्ण,⠁⠮⠗⠈⠍⠏⠳⠗⠈⠼,⠁⠮⠈⠗⠍⠏⠳⠈⠗⠼
अध्ययन,⠁⠮⠈⠽⠽⠝,⠁⠈⠮⠽⠽⠝
अध्ययन-अध्यापन।,⠁⠮⠈⠽⠽⠝⠤⠁⠮⠈⠽⠜⠏⠝⠲,⠁⠈⠮⠽⠽⠝⠤⠁⠈⠮⠽⠜⠏⠝⠲
अनार्य,⠁⠝⠜⠗⠈⠽,⠁⠝⠜⠈⠗⠽
अनासक्त,⠁⠝⠜⠎⠅⠈⠞,⠁⠝⠜⠎⠈⠅⠞
अनिष्ट,⠁⠝⠊⠯⠈⠾,⠁⠝⠊⠈⠯⠾
अनेकसंशयोच्छेदि,⠁⠝⠑⠅⠎⠰⠩⠽⠕⠉⠈⠡⠑⠙⠊,⠁⠝⠑⠅⠎⠰⠩⠽⠕⠈⠉⠡⠑⠙⠊
